Region,C09-Work Indicator,C10-Job Indicator,"C11 - Location of Work (Province, Municipality)",C13-Major Occupation Group,C15-Major Industry Group,C16-Nature of Employment (Primary Occupation),C21-Class of Worker (Primary Occupation)
5,1,23,85,1,8,40,40
5,1,61,1,1,8,56,56
5,1,92,1,2,2,8,8
5,1,61,1,1,1,1,29
5,3,52,47,1,12,84,84
5,3,93,47,1,2,6,6
5,3,93,47,2,3,21,21
5,1,93,10,2,2,4,4
5,1,93,10,3,4,8,11
5,1,93,10,2,8,8,8
5,1,52,47,1,11,77,77
5,1,93,10,2,8,16,16
5,1,95,47,2,3,9,16
5,3,52,47,1,8,56,56
5,3,93,47,2,1,2,2
5,1,93,41,2,8,48,58
5,1,93,41,2,8,8,8
5,1,93,10,1,6,18,18
5,1,52,47,1,10,70,70
5,3,52,47,2,2,8,8
5,1,83,49,1,2,14,26
5,1,52,47,2,7,7,15
5,1,35,84,2,8,40,52
5,2,44,64,2,4,28,28
5,1,62,3,1,10,30,56
5,1,61,1,1,1,7,7
5,1,91,96,2,10,60,60
5,1,94,56,2,8,32,56
5,1,52,47,1,10,70,70
5,1,62,3,1,10,10,14
5,1,93,47,2,8,56,56
5,1,62,3,1,8,56,56
5,1,92,3,1,8,56,56
5,1,91,96,2,10,50,50
5,3,52,47,1,8,56,70
5,3,93,47,1,2,14,14
5,3,93,47,2,2,14,14
5,3,93,47,1,1,3,3
5,1,92,3,2,12,24,24
5,1,92,3,1,8,8,8
5,1,41,84,1,8,40,40
5,1,93,41,2,8,40,40
5,1,32,84,2,8,40,40
5,1,83,49,2,8,32,32
5,1,42,64,1,8,48,48
5,1,52,47,1,11,66,70
5,1,93,47,1,1,7,7
5,1,93,47,1,1,7,14
5,1,93,47,1,5,20,20
5,1,52,47,1,5,20,20
5,1,93,47,1,5,20,20
5,1,92,1,2,3,6,6
5,1,52,64,1,8,40,40
5,1,61,1,1,4,28,28
5,1,83,49,2,8,48,48
5,1,51,96,1,8,48,48
5,1,31,71,2,8,48,48
5,1,92,1,2,8,32,39
5,1,61,1,1,2,14,14
5,1,92,1,2,1,3,3
5,1,92,1,2,2,10,10
5,1,75,10,2,12,84,84
5,1,83,49,2,4,4,4
5,1,51,56,2,12,12,12
5,1,52,10,2,8,48,48
5,1,74,43,1,8,48,48
5,1,93,41,2,8,48,48
5,1,83,49,1,3,21,21
5,2,42,82,2,8,40,40
5,1,54,84,1,8,40,40
5,1,61,1,1,6,30,30
5,1,54,84,1,8,48,48
5,1,3,84,1,8,56,56
5,1,92,1,2,8,24,24
5,1,33,68,1,8,56,56
5,1,71,41,2,8,48,48
5,1,93,41,2,8,40,40
5,1,83,49,1,9,45,45
5,1,61,1,1,6,42,42
5,1,33,84,1,8,40,40
5,1,41,84,1,8,40,40
5,1,91,96,1,10,70,70
5,1,41,47,1,8,48,48
5,1,93,41,2,8,16,16
5,1,52,47,1,8,40,40
5,1,93,52,2,8,48,48
5,1,83,49,2,8,48,48
5,1,95,47,2,10,60,60
5,1,74,95,2,2,6,6
5,1,52,47,2,8,48,48
5,1,61,1,1,3,12,25
5,1,92,1,1,3,6,15
5,1,61,1,1,8,40,48
5,1,51,81,2,8,56,56
5,1,61,1,1,1,7,7
5,1,92,1,1,1,3,3
5,1,11,84,2,8,8,8
5,1,32,86,1,8,48,48
5,1,61,1,1,6,36,36
5,1,61,1,1,8,32,32
5,1,92,1,2,6,24,40
5,1,92,1,2,6,24,24
5,1,23,85,1,8,40,40
5,1,42,82,2,8,40,40
5,1,11,84,2,8,8,15
5,3,52,47,1,10,70,70
5,1,31,84,1,8,40,40
5,3,93,47,2,3,6,6
5,3,93,47,2,3,6,6
5,1,61,1,1,2,14,14
5,1,92,1,2,1,2,2
5,1,52,56,2,8,16,16
5,1,93,41,2,8,48,48
5,1,92,1,2,5,10,10
5,1,91,96,1,10,60,60
5,1,23,85,1,8,40,48
5,1,96,84,1,8,40,40
5,1,61,1,1,1,3,3
5,1,91,10,2,8,48,48
5,1,52,47,1,8,8,8
5,1,92,1,2,8,16,16
5,1,92,1,2,8,16,16
5,1,61,1,1,3,21,21
5,1,93,41,2,8,40,48
5,1,61,1,1,8,40,40
5,1,93,41,2,8,40,40
5,1,61,1,1,6,36,36
5,1,52,52,1,8,48,48
5,1,54,84,1,8,48,48
5,1,54,84,1,8,48,48
5,1,91,96,2,10,70,70
5,1,33,84,1,8,40,40
5,1,33,84,1,8,40,40
5,1,23,85,1,8,40,40
5,1,51,93,2,8,48,48
5,1,43,46,2,8,48,48
5,1,13,46,1,8,48,48
5,1,23,85,1,8,40,40
5,1,23,85,1,8,40,42
5,1,42,64,1,8,48,48
5,1,95,47,2,8,48,48
5,1,54,80,2,12,72,72
5,1,92,1,2,8,48,48
5,1,91,96,2,10,70,70
5,1,52,47,1,8,56,56
5,1,83,49,1,10,50,56
5,1,61,1,1,6,36,36
5,1,93,10,2,8,8,8
5,1,14,56,1,11,66,66
5,1,94,56,1,3,15,15
5,1,94,56,1,5,35,35
5,1,94,56,2,8,16,16
5,1,51,56,1,10,60,60
5,1,51,56,2,8,48,48
5,1,83,49,1,4,12,48
5,1,92,1,1,7,28,28
5,1,92,1,1,7,28,28
5,1,91,96,1,10,60,60
5,1,91,84,1,8,40,40
5,3,52,47,1,11,77,77
5,1,23,85,1,8,40,40
5,1,11,84,2,8,8,8
5,1,41,84,1,8,40,40
5,1,52,47,1,7,21,21
5,1,52,47,1,8,48,48
5,1,52,47,1,10,50,50
5,1,52,47,1,10,50,50
5,1,33,84,1,8,40,40
5,1,51,96,1,8,8,8
5,1,92,1,1,8,32,32
5,1,52,47,1,11,66,66
5,1,41,84,1,8,40,40
5,1,93,42,1,8,48,48
5,1,52,47,1,9,18,18
5,1,61,1,1,10,60,60
5,1,93,42,1,8,48,48
5,1,93,42,1,8,48,48
5,1,23,85,2,8,40,40
5,1,93,42,1,8,48,48
5,3,52,47,1,6,42,42
5,1,11,84,1,8,8,8
5,3,52,47,2,2,6,6
5,3,52,47,2,5,25,25
5,1,91,96,2,5,15,15
5,1,61,1,1,8,16,16
5,1,93,42,1,8,48,48
5,1,83,84,1,4,20,20
5,1,92,1,1,8,40,40
5,1,61,1,1,10,60,60
5,1,93,42,1,8,48,48
5,1,32,84,2,8,8,8
5,1,93,42,1,8,48,48
5,1,93,42,1,8,48,48
5,1,61,1,1,10,30,30
5,1,91,96,1,8,40,40
5,1,93,41,1,8,16,16
5,1,93,42,1,8,48,48
5,1,93,42,1,8,48,48
5,1,32,84,2,8,24,24
5,1,93,42,1,8,48,48
5,1,34,84,2,8,24,24
5,1,93,42,1,8,48,48
5,1,92,3,2,3,21,21
5,1,62,3,2,3,9,9
5,1,92,3,1,10,60,60
5,1,61,1,1,10,60,60
5,1,61,1,1,10,60,60
5,1,92,1,2,4,12,12
5,1,61,1,1,10,30,30
5,1,92,3,2,7,28,28
5,1,72,33,1,8,48,48
5,1,72,33,1,8,48,48
5,1,61,1,1,10,60,60
5,1,61,1,1,10,60,60
5,1,62,3,1,5,5,5
5,1,51,96,1,4,12,12
5,1,96,50,2,2,2,2
5,1,62,3,1,7,21,21
5,1,62,3,1,6,30,30
5,1,96,84,1,8,48,48
5,1,52,47,1,10,70,70
5,1,52,47,1,2,8,8
5,1,52,47,2,3,9,9
5,1,62,3,1,8,24,24
5,1,23,85,2,8,40,40
5,1,52,47,1,10,70,70
5,1,41,84,1,8,40,40
5,1,11,84,1,8,16,16
5,1,3,84,1,10,30,30
5,1,72,45,1,6,24,24
5,1,11,84,1,8,8,8
5,1,91,96,1,2,4,4
5,1,91,96,1,10,50,50
5,1,52,47,1,14,98,98
5,1,91,96,2,8,40,40
5,1,96,47,1,8,48,48
5,1,93,42,2,8,48,48
5,1,93,41,2,11,55,55
5,1,83,49,1,7,42,42
5,1,41,84,2,8,40,40
5,1,42,55,1,8,48,48
5,1,51,81,1,12,36,54
5,1,52,47,1,12,84,84
5,1,72,45,1,9,54,54
5,1,33,84,1,8,40,40
5,1,21,84,1,8,40,40
5,1,72,45,2,8,48,48
5,1,83,96,2,8,40,40
5,1,41,82,1,10,60,60
5,1,11,84,2,8,40,40
5,1,41,82,1,12,72,72
5,1,93,49,1,4,28,28
5,1,93,42,1,10,60,60
5,1,91,96,2,8,16,16
5,1,95,47,1,8,40,40
5,1,52,46,2,10,60,60
5,1,96,47,1,11,77,77
5,3,52,47,1,15,105,105
5,1,23,85,1,10,50,50
5,1,33,84,1,8,40,40
5,1,41,84,2,8,40,40
5,1,71,43,2,8,32,32
5,1,53,86,1,8,48,48
5,1,32,86,1,8,48,48
5,1,12,73,2,4,24,24
5,1,91,96,1,12,72,72
5,1,61,1,2,4,24,24
5,1,74,43,2,5,5,5
5,1,33,46,2,8,48,48
5,1,52,46,2,8,48,48
5,1,26,59,2,1,1,1
5,1,11,84,2,9,27,33
5,1,23,85,1,10,50,50
5,1,93,41,2,10,50,50
5,1,83,84,2,8,40,40
5,1,91,96,1,12,72,72
5,1,23,85,1,10,50,50
5,1,23,85,1,10,50,50
5,1,93,42,2,10,60,60
5,1,93,8,2,6,6,6
5,1,93,41,2,10,60,60
5,1,91,96,2,12,72,72
5,1,75,31,1,9,54,54
5,1,23,85,1,11,55,55
5,1,23,85,1,8,40,40
5,1,61,1,1,6,36,40
5,1,91,96,2,3,3,7
5,1,75,31,2,10,60,60
5,1,75,31,2,10,30,30
5,1,83,49,1,11,66,66
5,1,91,96,2,11,66,66
5,1,52,47,1,15,90,90
5,1,61,1,1,2,12,12
5,1,61,1,1,10,60,60
5,1,52,47,1,3,24,24
5,1,11,84,2,5,24,24
5,1,61,1,1,5,35,35
5,1,62,3,1,10,50,50
5,1,92,3,1,10,50,50
5,1,62,3,1,10,70,70
5,1,62,3,1,8,24,24
5,1,92,3,1,8,24,24
5,1,62,3,1,10,60,60
5,1,92,3,1,2,12,12
5,1,92,3,1,10,60,60
5,1,62,3,1,10,40,48
5,1,32,86,1,8,24,24
5,1,62,3,1,10,30,30
5,1,83,49,1,8,48,48
5,1,92,3,1,10,60,60
5,1,92,3,1,10,30,30
5,1,73,16,1,5,35,35
5,1,62,3,1,10,60,60
5,1,92,3,1,10,50,50
5,1,61,1,1,8,48,48
5,1,92,1,1,8,48,48
5,1,92,1,1,8,24,24
5,1,14,55,1,10,60,60
5,1,42,55,1,10,60,60
5,1,62,3,1,10,50,50
5,1,92,3,1,5,30,30
5,1,11,84,1,8,40,40
5,1,62,3,1,10,50,50
5,1,62,3,1,6,36,36
5,1,92,3,1,6,36,36
5,1,62,3,1,12,60,60
5,1,92,3,1,12,60,60
5,1,61,1,1,5,30,30
5,1,61,1,1,8,48,48
5,1,62,3,1,9,45,45
5,1,61,1,1,8,24,24
5,1,62,3,1,10,50,50
5,1,92,1,1,8,40,40
5,1,92,1,1,8,40,40
5,1,62,1,1,10,50,50
5,1,26,84,1,8,40,40
5,1,23,85,1,8,40,40
5,1,93,41,1,8,48,48
5,1,83,49,1,8,8,8
5,1,52,47,1,8,16,16
5,1,54,80,1,8,48,48
5,1,61,1,1,5,30,30
5,1,92,1,1,5,30,30
5,1,72,28,1,8,56,56
5,1,11,84,1,8,40,40
5,1,92,1,1,8,32,32
5,1,93,41,1,8,48,48
5,1,93,41,1,8,48,48
5,1,62,1,1,10,40,40
5,1,42,64,1,8,56,56
5,1,61,1,1,8,40,40
5,1,92,1,1,8,40,40
5,1,92,1,1,5,25,25
5,1,52,47,1,8,48,48
5,1,92,1,1,8,48,48
5,1,83,49,1,10,50,50
5,1,52,47,1,10,70,70
5,1,93,41,1,8,48,48
5,1,34,84,1,8,40,40
5,1,52,47,1,10,70,70
5,1,61,1,1,7,35,35
5,1,92,1,1,7,35,35
5,1,93,41,1,8,48,48
5,1,93,7,1,10,50,50
5,1,93,7,1,10,50,50
5,1,71,41,1,8,8,20
5,1,61,1,1,2,15,15
5,1,92,1,2,3,20,20
5,1,92,1,1,8,24,24
5,1,61,1,2,1,8,8
5,1,52,47,1,10,65,65
5,1,93,47,2,4,8,8
5,1,61,1,1,2,14,14
5,1,52,47,1,6,25,40
5,1,93,50,2,9,19,19
5,1,93,50,1,9,28,28
5,1,61,1,1,2,16,16
5,1,62,3,1,3,9,33
5,1,71,41,1,8,24,24
5,1,61,1,1,2,15,15
5,1,93,50,1,10,10,40
5,1,52,47,1,10,60,68
5,1,93,47,2,3,6,6
5,1,61,1,1,2,15,21
5,1,92,1,2,1,5,5
5,1,11,84,1,8,8,8
5,1,53,84,1,4,23,23
5,1,61,1,1,3,22,22
5,1,61,1,2,8,53,53
5,1,62,3,1,5,10,40
5,1,91,96,1,9,63,63
5,1,61,1,1,5,20,40
5,1,52,47,1,9,63,63
5,1,61,1,1,2,16,16
5,1,61,1,2,2,16,16
5,1,92,1,2,1,2,2
5,1,93,42,1,8,48,48
5,1,61,1,1,2,15,15
5,1,83,52,2,8,16,16
5,1,92,1,2,1,3,3
5,1,83,49,1,8,40,48
5,1,93,41,1,8,48,48
5,1,61,1,1,2,14,25
5,1,96,84,1,8,40,48
5,1,61,1,1,3,6,20
5,1,54,84,2,8,8,8
5,1,93,41,1,8,48,48
5,1,61,1,1,4,28,30
5,1,62,3,1,3,40,40
5,1,92,1,1,8,40,40
5,1,61,1,1,2,16,40
5,1,62,3,1,4,18,18
5,1,61,1,1,2,8,8
5,1,61,1,1,5,5,5
5,1,61,1,1,3,25,40
5,1,71,41,1,8,32,38
5,1,92,1,2,2,6,6
5,1,93,41,1,8,16,16
5,1,61,1,1,8,53,53
5,1,92,1,1,8,40,40
5,1,93,41,1,8,48,48
5,1,93,41,1,8,48,48
5,1,92,1,1,3,7,30
5,1,61,1,1,3,7,7
5,1,75,31,2,5,4,4
5,1,62,3,1,5,25,25
5,1,92,1,1,3,6,6
5,1,61,1,1,4,28,28
5,1,73,47,1,8,8,8
5,1,61,1,1,4,28,28
5,1,92,1,1,4,28,28
5,1,61,1,1,3,6,15
5,1,61,1,1,6,30,51
5,1,73,16,1,4,20,46
5,1,93,41,2,8,48,56
5,1,93,16,2,4,16,16
5,1,61,1,1,5,35,35
5,1,61,1,1,8,48,63
5,1,93,42,2,8,24,24
5,1,62,2,1,3,24,24
5,1,61,1,1,8,48,63
5,1,92,1,1,6,36,42
5,1,92,1,1,8,48,63
5,1,61,1,1,8,56,56
5,1,61,1,1,3,9,9
5,1,93,42,2,8,48,58
5,1,92,1,2,8,24,24
5,1,61,1,1,6,24,40
5,1,92,1,2,6,18,18
5,1,61,1,1,3,21,21
5,3,52,47,1,15,105,105
5,1,21,84,1,8,40,40
5,3,93,47,2,6,12,12
5,1,61,1,1,7,56,56
5,1,62,16,2,4,12,12
5,1,92,1,2,8,24,24
5,1,92,3,2,5,35,35
5,1,52,92,2,3,21,21
5,1,92,1,2,2,6,6
5,1,83,49,1,10,30,54
5,1,52,49,2,8,48,48
5,1,83,49,1,8,56,56
5,1,93,41,3,8,48,48
5,1,61,1,1,3,21,28
5,1,61,1,1,8,40,40
5,1,92,1,2,8,40,40
5,1,92,1,2,6,18,18
5,1,83,42,2,8,56,56
5,1,61,1,2,2,14,14
5,1,41,64,2,8,48,48
5,1,94,56,2,8,48,48
5,1,62,16,2,10,30,30
5,1,93,42,2,8,48,48
5,1,93,42,2,8,48,48
5,1,93,42,2,8,48,48
5,1,93,41,2,8,16,16
5,1,32,84,1,8,24,24
5,1,52,47,2,8,48,48
5,1,93,42,3,8,24,24
5,1,61,1,2,1,7,7
5,1,93,41,3,8,32,32
5,1,96,47,2,8,20,20
5,1,61,1,1,2,4,4
5,1,92,1,2,1,2,2
5,1,74,41,2,8,48,48
5,1,61,1,1,8,16,18
5,1,92,1,2,8,16,16
5,1,71,41,1,8,32,32
5,1,93,10,1,8,24,24
5,1,92,1,1,2,10,10
5,1,61,1,1,4,28,28
5,1,21,84,1,8,56,56
5,1,41,86,1,8,40,40
5,1,61,1,1,9,63,63
5,1,92,1,1,5,35,35
5,1,52,47,1,5,25,25
5,1,91,84,2,4,20,36
5,1,51,96,1,10,70,70
5,1,52,47,2,8,48,48
5,1,52,47,1,10,70,70
5,1,93,41,2,8,32,32
5,1,93,47,1,4,28,28
5,1,83,49,2,8,56,56
5,1,32,84,1,8,8,8
5,1,83,49,1,9,45,45
5,1,23,85,1,8,40,40
5,1,94,56,2,8,48,48
5,1,92,1,2,8,24,48
5,1,92,1,2,6,36,36
5,1,93,41,2,8,56,56
5,1,91,96,2,8,24,24
5,1,92,3,1,5,10,26
5,1,54,84,1,8,56,63
5,1,93,41,2,8,24,24
5,1,92,3,1,6,24,24
5,1,62,3,1,6,24,24
5,1,51,96,1,3,12,28
5,1,93,41,1,8,48,48
5,1,91,96,1,12,72,72
5,1,92,3,1,7,49,77
5,1,92,3,1,7,49,77
5,1,92,3,1,3,9,9
5,1,62,3,1,3,9,19
5,1,92,3,2,12,84,84
5,1,91,85,2,8,40,40
5,1,62,3,1,8,32,32
5,1,92,3,2,8,8,8
5,1,92,3,2,8,16,16
5,1,11,84,1,8,8,56
5,1,52,47,1,16,112,112
5,1,62,3,1,12,84,84
5,1,62,3,1,12,12,48
5,1,61,1,1,3,21,42
5,1,92,3,2,12,24,36
5,1,92,3,1,12,84,96
5,1,52,47,1,12,84,104
5,1,62,3,1,4,28,28
5,1,91,84,2,3,21,42
5,1,92,3,2,3,9,9
5,1,92,3,2,3,9,9
5,1,61,1,1,8,24,48
5,1,52,47,1,12,84,84
5,1,41,84,1,8,40,40
5,1,93,47,2,8,16,16
5,1,62,3,1,3,21,46
5,1,92,3,2,3,12,12
5,1,92,3,1,8,48,48
5,1,61,1,1,8,56,68
5,1,92,1,2,8,32,44
5,1,92,1,1,2,8,8
5,1,52,47,1,13,91,91
5,1,83,49,2,8,24,24
5,1,61,1,1,3,21,21
5,3,52,47,1,12,84,84
5,3,93,47,2,3,21,21
5,1,43,41,2,8,48,48
5,1,31,41,2,8,48,48
5,1,51,96,1,8,56,56
5,1,52,47,1,15,105,105
5,1,91,81,2,4,28,28
5,1,91,81,2,1,7,7
5,1,61,1,1,3,21,21
5,1,54,84,1,8,24,24
5,1,92,3,3,8,8,8
5,1,52,47,1,2,4,4
5,1,32,75,2,5,25,25
5,1,96,84,2,8,48,48
5,1,52,47,1,3,12,12
5,1,61,1,1,3,9,25
5,1,92,1,1,8,32,32
5,1,11,84,1,8,40,40
5,1,73,18,2,3,7,7
5,1,91,87,1,8,24,33
5,3,52,47,1,14,98,98
5,3,93,47,2,2,2,2
5,3,93,47,2,6,6,6
5,1,71,43,3,8,40,40
5,1,83,49,1,12,12,28
5,1,52,55,1,12,72,72
5,1,43,49,2,8,48,48
5,1,91,84,1,8,44,44
5,1,14,55,1,3,12,12
5,1,52,25,1,8,56,56
5,1,13,25,1,8,56,56
5,1,43,47,2,8,40,40
5,1,72,25,2,8,8,8
5,1,23,85,1,8,40,40
5,1,91,81,1,8,56,56
5,1,51,56,1,12,72,72
5,3,52,47,2,15,90,90
5,1,33,84,1,8,40,40
5,1,92,1,2,8,32,32
5,1,51,56,2,8,56,56
5,1,71,31,2,8,16,16
5,1,53,96,2,8,16,20
5,1,51,56,2,8,56,56
5,1,92,1,1,8,56,56
5,1,93,47,2,6,42,42
5,1,52,47,1,13,91,91
5,1,52,47,1,15,105,105
5,1,52,47,1,8,48,48
5,1,92,1,2,7,14,14
5,1,52,47,2,8,48,48
5,1,96,47,2,6,30,30
5,3,93,47,1,15,105,105
5,3,52,47,1,15,105,105
5,3,93,47,2,3,21,21
5,1,23,85,1,8,40,40
5,3,52,47,1,12,94,94
5,1,31,10,1,8,48,48
5,1,93,41,3,8,8,8
5,1,23,85,1,8,40,40
5,1,23,85,2,8,40,40
5,1,33,68,2,8,40,40
5,1,92,1,3,8,8,8
5,1,75,14,1,10,70,70
5,1,42,45,2,8,48,48
5,1,81,10,2,8,56,56
5,1,93,41,3,8,56,56
5,1,62,3,1,4,28,28
5,1,34,88,2,8,40,40
5,1,22,86,1,8,40,40
5,1,33,35,1,8,40,40
5,1,21,35,2,8,48,48
5,1,51,96,2,6,42,42
5,1,93,41,3,8,32,32
5,1,74,84,2,8,40,40
5,1,21,84,2,8,40,40
5,1,25,62,2,8,40,40
6,1,52,47,1,10,70,70
6,1,52,45,2,7,42,42
6,1,93,42,2,8,48,48
6,1,93,42,2,8,48,48
6,3,52,47,1,10,70,70
6,1,61,1,1,5,30,48
6,1,52,47,2,8,48,48
6,1,51,55,2,8,48,48
6,1,61,1,1,6,30,30
6,1,52,47,1,8,48,48
6,1,83,46,2,8,48,48
6,1,61,1,1,7,35,35
6,1,91,96,2,7,28,28
6,1,52,47,2,8,48,48
6,1,61,1,2,2,14,14
6,1,93,41,1,8,48,48
6,1,93,41,1,8,48,48
6,1,51,56,2,4,24,24
6,1,52,47,1,4,24,24
6,3,51,96,2,2,4,4
6,1,71,41,1,8,48,48
6,1,61,1,1,3,21,21
6,1,22,86,1,8,48,48
6,1,54,84,1,8,40,40
6,1,23,85,1,8,40,40
6,1,52,47,1,8,48,48
6,1,33,10,1,8,48,48
6,1,61,1,1,2,14,14
6,1,12,64,1,8,40,40
6,1,51,56,2,11,66,66
6,1,96,92,2,4,16,16
6,1,41,84,1,8,40,40
6,1,32,86,1,8,40,40
6,1,41,84,2,8,40,40
6,1,23,85,1,8,40,40
6,1,71,41,1,8,48,48
6,1,52,47,1,10,70,70
6,1,52,47,2,8,48,48
6,1,91,96,1,9,54,54
6,1,93,52,1,8,48,48
6,1,52,47,1,8,48,48
6,1,93,41,1,8,48,48
6,2,52,82,2,8,40,40
6,1,61,1,2,5,30,30
6,1,53,96,1,8,63,63
6,1,52,64,2,8,48,48
6,1,52,47,1,15,105,105
6,1,52,47,1,15,98,98
6,1,61,1,1,2,14,14
6,1,71,43,1,8,48,48
6,1,92,96,2,9,27,27
6,1,96,46,2,12,84,84
6,1,93,11,2,8,40,40
6,1,33,68,2,5,15,15
6,1,51,96,1,4,28,28
6,1,61,1,1,8,24,44
6,1,83,84,2,8,40,40
6,1,41,84,1,8,40,40
6,1,23,85,1,8,40,40
6,1,52,47,1,10,60,60
6,1,91,96,1,10,70,70
6,1,13,10,1,9,56,60
6,1,23,85,1,8,40,40
6,1,96,47,1,8,44,44
6,1,51,96,2,9,56,56
6,1,51,75,2,8,48,48
6,1,51,84,2,8,40,45
6,1,54,84,1,8,48,48
6,1,91,96,2,6,72,72
6,1,83,49,1,7,49,52
6,1,23,85,1,8,40,40
6,3,75,14,1,6,42,42
6,1,52,47,2,6,42,42
6,1,83,84,2,8,48,48
6,1,24,84,2,8,40,40
6,1,91,96,2,8,48,48
6,1,34,94,1,8,48,48
6,1,34,94,1,8,48,48
6,1,61,1,1,2,14,14
6,1,61,1,2,3,3,3
6,1,93,41,1,8,48,48
6,1,83,49,1,5,35,35
6,1,61,1,1,2,14,14
6,1,83,49,2,8,48,48
6,1,61,1,1,3,21,21
6,1,61,1,2,3,21,21
6,1,61,1,1,2,14,14
6,1,52,47,1,10,70,70
6,1,96,77,2,8,56,56
6,1,83,10,1,6,48,48
6,1,12,10,1,8,48,48
6,1,83,49,2,11,33,33
6,1,52,27,1,8,48,48
6,1,61,1,1,8,24,24
6,1,96,52,2,8,48,48
6,1,61,1,2,3,21,21
6,1,42,92,1,4,28,28
6,1,71,43,1,8,48,48
6,1,23,85,1,8,40,40
6,1,41,84,2,8,40,40
6,1,93,41,2,8,48,48
6,1,61,1,1,2,14,14
6,1,61,1,2,2,14,14
6,1,93,41,2,8,48,48
6,1,93,41,2,8,24,24
6,1,96,46,1,10,60,60
6,1,61,1,2,2,14,14
6,1,53,84,2,8,40,40
6,1,72,84,1,8,40,40
6,1,61,1,1,2,14,14
6,1,96,77,2,8,24,24
6,1,83,49,2,8,24,24
6,1,72,35,1,8,40,40
6,1,23,85,1,8,40,40
6,1,23,85,2,8,40,40
6,1,61,1,1,2,14,14
6,1,61,1,1,3,21,21
6,1,61,1,1,4,28,38
6,1,93,10,1,9,56,56
6,1,83,49,1,9,45,45
6,1,61,1,2,2,14,17
6,1,52,47,1,10,70,70
6,1,61,1,1,4,24,24
6,1,83,49,1,9,27,27
6,1,61,1,1,6,42,42
6,1,92,1,1,4,28,28
6,1,93,41,1,8,48,48
6,1,52,47,2,8,48,48
6,1,13,85,1,8,48,48
6,1,14,56,1,9,45,45
6,1,92,1,2,6,36,36
6,1,61,1,1,6,36,36
6,1,52,47,1,10,70,70
6,1,61,1,1,6,42,42
6,1,92,1,2,4,28,28
6,1,61,1,1,7,49,49
6,1,52,47,1,9,54,54
6,1,52,47,1,10,60,60
6,1,61,1,1,4,28,28
6,1,61,1,2,6,36,46
6,1,83,49,1,6,42,50
6,1,13,11,1,9,56,56
6,1,43,69,1,8,48,48
6,1,83,49,1,8,48,48
6,1,61,1,2,7,49,49
6,1,92,1,2,7,49,49
6,1,61,1,2,2,14,20
6,1,11,84,1,8,40,40
6,1,61,1,1,2,14,14
6,1,11,84,2,8,40,40
6,1,23,85,1,8,40,40
6,1,54,84,1,8,40,40
6,1,93,41,2,8,24,24
6,1,91,96,2,4,4,4
6,1,41,84,2,8,40,40
6,1,61,1,1,2,4,4
6,1,61,1,1,3,21,21
6,1,51,55,1,8,48,48
6,1,61,1,1,2,14,14
6,1,91,18,1,8,48,68
6,1,61,1,1,2,14,14
6,1,52,47,2,8,24,24
6,1,61,1,2,5,15,15
6,1,52,47,2,5,30,30
6,1,61,1,1,2,14,30
6,1,96,2,1,4,28,28
6,1,61,1,1,3,21,25
6,1,61,1,1,3,21,21
6,1,73,16,2,3,21,21
6,1,23,85,1,8,40,40
6,3,75,14,1,3,21,21
6,1,41,10,1,8,48,48
6,1,93,41,1,8,48,48
6,1,61,1,1,2,14,14
6,1,61,1,1,2,14,14
6,1,92,1,1,5,35,35
6,3,52,47,1,9,54,54
6,1,62,3,1,8,24,30
6,1,52,47,2,5,35,35
6,1,11,84,1,8,16,36
6,1,93,47,2,10,70,70
6,1,54,80,1,12,84,84
6,1,61,1,2,2,14,14
6,1,92,3,2,10,20,20
6,1,21,35,1,8,40,40
6,1,14,93,1,5,25,25
6,1,61,1,1,2,14,14
6,1,92,1,2,2,12,12
6,1,93,10,2,2,10,10
6,1,92,1,2,4,28,34
6,1,61,1,1,7,49,49
6,1,61,1,1,7,42,42
6,1,61,1,1,3,21,21
6,1,52,47,2,6,6,6
6,1,54,84,1,8,40,40
6,1,13,25,1,2,10,10
6,1,11,84,1,8,13,15
6,1,62,3,1,6,42,42
6,1,62,3,1,4,8,32
6,1,92,1,2,8,48,56
6,1,11,84,1,8,8,8
6,1,11,84,1,8,40,40
6,1,41,84,2,8,40,45
6,1,41,84,2,8,40,40
6,1,91,96,2,10,70,70
6,1,61,1,1,4,28,28
6,1,61,1,1,6,42,42
6,1,61,1,1,5,35,35
6,1,73,16,1,6,42,48
6,1,53,84,1,8,8,16
6,1,93,41,3,8,40,40
6,1,11,84,1,10,10,10
6,3,52,47,1,10,70,70
6,3,93,47,1,5,35,35
6,1,53,96,1,8,56,56
6,1,61,1,1,5,35,35
6,1,61,1,1,4,20,30
6,1,52,47,2,6,30,30
6,1,93,47,2,6,30,30
6,1,93,41,3,8,32,32
6,1,61,1,2,4,28,40
6,1,93,41,3,8,32,32
6,1,91,85,2,8,40,40
6,1,51,84,2,8,40,40
6,1,54,85,2,8,40,40
6,1,41,84,2,8,40,40
6,1,52,47,1,10,70,70
6,1,51,84,2,8,40,40
6,1,94,56,1,6,42,42
6,1,14,56,1,6,42,42
6,1,22,86,1,8,40,40
6,1,93,47,2,6,42,42
6,1,52,47,1,8,56,56
6,1,93,47,2,2,10,10
6,3,93,47,1,2,10,31
6,1,52,47,1,12,84,84
6,1,93,47,2,8,16,24
6,1,93,47,2,2,8,8
6,1,91,96,1,10,60,60
